tcp_x,tcp_y,tcp_rz,vision_x,vision_y,vision_angle
-0.10700581453068675,-0.5490091690580258,90.000880301946,1202.4968163942876,1032.147077734021,-91.20382262669676
-0.11601894916618491,-0.5396716297275005,90.00159239845817,1643.1865296901892,579.98776821572,-91.23679214189369
-0.09574661965875424,-0.5551229502981267,89.99895638146552,657.6509045752111,1326.7076516282614,-91.24574273086232
-0.11483276334862412,-0.5533235077340564,90.00130858788101,1585.2667059011173,1240.776126599776,-91.11875765883666
-0.11722464500978567,-0.5602223698696089,89.99769274877302,1699.3035747735105,1575.5523534991034,-91.13918323265348
-0.09527448678303202,-0.5569717751154916,89.99985113068962,632.897029781854,1415.2850376289455,-91.25688821998429
-0.10057208754591915,-0.5482883038786649,90.00100680754733,892.7568876654876,997.7119797379013,-91.19355869499358
-0.09984363906882766,-0.5541959605607591,90.00159162376085,857.19393161182,1282.4968450210154,-91.19633288229255
-0.10972301054946781,-0.5435943901209503,90.00141925323567,1336.0282682699326,769.1913386725432,-91.19687796967538
-0.10972301054946781,-0.5435943901209503,90.00141925323567,1336.0282682699326,769.1913386725432,-91.19687796967538
-0.11574888526055617,-0.5413435468406285,90.00244996491854,1629.5040431890038,660.9237444149659,-91.22607326950119
-0.0984867068887185,-0.5595671113157776,90.00023506421027,790.6179814716456,1542.0043892075405,-91.30022524798684
-0.1167564577697805,-0.5480911271241492,90.00246730776259,1676.6999507237729,987.6805476442347,-91.19441025132328
-0.09908111254360233,-0.5538747016788581,89.99831070018152,818.1849419089783,1267.0336574489909,-91.1974984896639
-0.10885158918059104,-0.5513638378914452,90.00090868013378,1292.463643661288,1145.981948837849,-91.19755072694136
-0.10999403910813577,-0.5515550532387716,89.99954997253607,1348.8802138030792,1155.0791797468785,-91.171466599183
-0.10030538000361261,-0.558239400881447,89.9997880027015,877.4814036318103,1477.4466601371469,-91.29419293337445
-0.10976440608026056,-0.5534999996567118,90.00029387305716,1337.1657930781287,1249.5874779367118,-91.21434110726591
-0.09817429540472887,-0.5488396737131684,90.00103040398339,777.1121796574865,1024.159972661626,-91.28786234712933
-0.10447487527498352,-0.543408366229221,90.00108491883944,1081.4369494483471,761.3505479365324,-91.21392416213861
-0.10132467643585659,-0.5491846925095817,89.99795912536699,927.5499465380348,1041.0249668724346,-91.27393480897992
-0.10761623355408594,-0.5406548416959198,90.00283942945798,1233.7094819205756,628.1156837329877,-91.21749186172423
